"friendly_exam_name","normalized_exam_name","cpt_codes","primary_cpt_code","modifier","modifier_26_wrvu","modality","body_region","contrast_status","cms_official_description","common_aliases","powerscribe_aliases","hospital_site_aliases","typical_combinations","active","created_at","updated_at"
"XR Chest 1 View","XR CHEST 1 VIEW","[""71045-26""]","71045","26","0.18","XR","Chest","not_applicable","","[""XR Chest 1 View"",""XR CHEST 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Chest 2 Views","XR CHEST 2 VIEWS","[""71046-26""]","71046","26","0.21","XR","Chest","not_applicable","","[""XR Chest 2 Views"",""XR CHEST 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Chest 3 Views","XR CHEST 3 VIEWS","[""71047-26""]","71047","26","0.26","XR","Chest","not_applicable","","[""XR Chest 3 Views"",""XR CHEST 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Chest 4+ Views","XR CHEST 4 VIEWS","[""71048-26""]","71048","26","0.3","XR","Chest","not_applicable","","[""XR Chest 4+ Views"",""XR CHEST 4 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Ribs Unilateral 2 Views","XR RIBS UNILATERAL 2 VIEWS","[""71100-26""]","71100","26","0.21","XR","Chest","not_applicable","","[""XR Ribs Unilateral 2 Views"",""XR RIBS UNILATERAL 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Ribs Unilateral w/ Chest","XR RIBS UNILATERAL W CHEST","[""71101-26""]","71101","26","0.26","XR","Chest","with","","[""XR Ribs Unilateral w/ Chest"",""XR RIBS UNILATERAL W CHEST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Ribs Bilateral 3 Views","XR RIBS BILATERAL 3 VIEWS","[""71110-26""]","71110","26","0.28","XR","Chest","not_applicable","","[""XR Ribs Bilateral 3 Views"",""XR RIBS BILATERAL 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Abdomen 1 View","XR ABDOMEN 1 VIEW","[""74018-26""]","74018","26","0.18","XR","Abdomen","not_applicable","","[""XR Abdomen 1 View"",""XR ABDOMEN 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Abdomen 2 Views","XR ABDOMEN 2 VIEWS","[""74019-26""]","74019","26","0.22","XR","Abdomen","not_applicable","","[""XR Abdomen 2 Views"",""XR ABDOMEN 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Abdomen 3+ Views","XR ABDOMEN 3 VIEWS","[""74021-26""]","74021","26","0.26","XR","Abdomen","not_applicable","","[""XR Abdomen 3+ Views"",""XR ABDOMEN 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Abdomen Acute Series (KUB/Upright)","XR ABDOMEN ACUTE SERIES KUB UPRIGHT","[""74022-26""]","74022","26","0.31","XR","Abdomen","not_applicable","","[""XR Abdomen Acute Series (KUB/Upright)"",""XR ABDOMEN ACUTE SERIES KUB UPRIGHT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Spine Single View","XR SPINE SINGLE VIEW","[""72020-26""]","72020","26","0.16","XR","Spine","not_applicable","","[""XR Spine Single View"",""XR SPINE SINGLE VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR C-Spine 2-3 Views","XR C SPINE 2 3 VIEWS","[""72040-26""]","72040","26","0.21","XR","Head/Neck","not_applicable","","[""XR C-Spine 2-3 Views"",""XR C SPINE 2 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR C-Spine 4-5 Views","XR C SPINE 4 5 VIEWS","[""72050-26""]","72050","26","0.26","XR","Head/Neck","not_applicable","","[""XR C-Spine 4-5 Views"",""XR C SPINE 4 5 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR C-Spine 6+ Views","XR C SPINE 6 VIEWS","[""72052-26""]","72052","26","0.29","XR","Head/Neck","not_applicable","","[""XR C-Spine 6+ Views"",""XR C SPINE 6 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR T-Spine 2 Views","XR T SPINE 2 VIEWS","[""72070-26""]","72070","26","0.2","XR","Chest","not_applicable","","[""XR T-Spine 2 Views"",""XR T SPINE 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR T-Spine 3 Views","XR T SPINE 3 VIEWS","[""72072-26""]","72072","26","0.22","XR","Chest","not_applicable","","[""XR T-Spine 3 Views"",""XR T SPINE 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR T-Spine 4+ Views","XR T SPINE 4 VIEWS","[""72074-26""]","72074","26","0.24","XR","Chest","not_applicable","","[""XR T-Spine 4+ Views"",""XR T SPINE 4 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR L-Spine 2-3 Views","XR L SPINE 2 3 VIEWS","[""72100-26""]","72100","26","0.21","XR","Spine","not_applicable","","[""XR L-Spine 2-3 Views"",""XR L SPINE 2 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR L-Spine 4+ Views","XR L SPINE 4 VIEWS","[""72110-26""]","72110","26","0.25","XR","Spine","not_applicable","","[""XR L-Spine 4+ Views"",""XR L SPINE 4 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR L-Spine Bending Views","XR L SPINE BENDING VIEWS","[""72114-26""]","72114","26","0.29","XR","Spine","not_applicable","","[""XR L-Spine Bending Views"",""XR L SPINE BENDING VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Thoracolumbar 2+ Views","XR THORACOLUMBAR 2 VIEWS","[""72080-26""]","72080","26","0.2","XR","Spine","not_applicable","","[""XR Thoracolumbar 2+ Views"",""XR THORACOLUMBAR 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Entire Spine 1 View","XR ENTIRE SPINE 1 VIEW","[""72081-26""]","72081","26","0.25","XR","Spine","not_applicable","","[""XR Entire Spine 1 View"",""XR ENTIRE SPINE 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Entire Spine 2-3 Views","XR ENTIRE SPINE 2 3 VIEWS","[""72082-26""]","72082","26","0.3","XR","Spine","not_applicable","","[""XR Entire Spine 2-3 Views"",""XR ENTIRE SPINE 2 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Entire Spine 4-5 Views","XR ENTIRE SPINE 4 5 VIEWS","[""72083-26""]","72083","26","0.34","XR","Spine","not_applicable","","[""XR Entire Spine 4-5 Views"",""XR ENTIRE SPINE 4 5 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Pelvis 1 View","XR PELVIS 1 VIEW","[""72170-26""]","72170","26","0.17","XR","Pelvis","not_applicable","","[""XR Pelvis 1 View"",""XR PELVIS 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Pelvis 2+ Views","XR PELVIS 2 VIEWS","[""72190-26""]","72190","26","0.24","XR","Pelvis","not_applicable","","[""XR Pelvis 2+ Views"",""XR PELVIS 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hip 1 View","XR HIP 1 VIEW","[""73501-26""]","73501","26","0.18","XR","Pelvis","not_applicable","","[""XR Hip 1 View"",""XR HIP 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hip 2-3 Views","XR HIP 2 3 VIEWS","[""73502-26""]","73502","26","0.21","XR","Pelvis","not_applicable","","[""XR Hip 2-3 Views"",""XR HIP 2 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hip 4+ Views","XR HIP 4 VIEWS","[""73503-26""]","73503","26","0.26","XR","Pelvis","not_applicable","","[""XR Hip 4+ Views"",""XR HIP 4 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hips Bilateral 2 Views","XR HIPS BILATERAL 2 VIEWS","[""73521-26""]","73521","26","0.21","XR","Pelvis","not_applicable","","[""XR Hips Bilateral 2 Views"",""XR HIPS BILATERAL 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hips Bilateral 3-4 Views","XR HIPS BILATERAL 3 4 VIEWS","[""73522-26""]","73522","26","0.28","XR","Pelvis","not_applicable","","[""XR Hips Bilateral 3-4 Views"",""XR HIPS BILATERAL 3 4 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hips Bilateral 5+ Views","XR HIPS BILATERAL 5 VIEWS","[""73523-26""]","73523","26","0.3","XR","Pelvis","not_applicable","","[""XR Hips Bilateral 5+ Views"",""XR HIPS BILATERAL 5 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Clavicle","XR CLAVICLE","[""73000-26""]","73000","26","0.16","XR","Upper Extremity","not_applicable","","[""XR Clavicle"",""XR CLAVICLE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Scapula","XR SCAPULA","[""73010-26""]","73010","26","0.17","XR","Upper Extremity","not_applicable","","[""XR Scapula"",""XR SCAPULA""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Shoulder 1 View","XR SHOULDER 1 VIEW","[""73020-26""]","73020","26","0.15","XR","Upper Extremity","not_applicable","","[""XR Shoulder 1 View"",""XR SHOULDER 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Shoulder 2+ Views","XR SHOULDER 2 VIEWS","[""73030-26""]","73030","26","0.18","XR","Upper Extremity","not_applicable","","[""XR Shoulder 2+ Views"",""XR SHOULDER 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Acromioclavicular Joints Bilateral","XR ACROMIOCLAVICULAR JOINTS BILATERAL","[""73050-26""]","73050","26","0.18","XR","Upper Ext","not_applicable","","[""XR Acromioclavicular Joints Bilateral"",""XR ACROMIOCLAVICULAR JOINTS BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Humerus","XR HUMERUS","[""73060-26""]","73060","26","0.16","XR","Upper Extremity","not_applicable","","[""XR Humerus"",""XR HUMERUS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Elbow 2 Views","XR ELBOW 2 VIEWS","[""73070-26""]","73070","26","0.16","XR","Upper Extremity","not_applicable","","[""XR Elbow 2 Views"",""XR ELBOW 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Elbow 3+ Views","XR ELBOW 3 VIEWS","[""73080-26""]","73080","26","0.17","XR","Upper Extremity","not_applicable","","[""XR Elbow 3+ Views"",""XR ELBOW 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Forearm","XR FOREARM","[""73090-26""]","73090","26","0.16","XR","Upper Extremity","not_applicable","","[""XR Forearm"",""XR FOREARM""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Wrist 2 Views","XR WRIST 2 VIEWS","[""73100-26""]","73100","26","0.16","XR","Upper Extremity","not_applicable","","[""XR Wrist 2 Views"",""XR WRIST 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Wrist 3+ Views","XR WRIST 3 VIEWS","[""73110-26""]","73110","26","0.17","XR","Upper Extremity","not_applicable","","[""XR Wrist 3+ Views"",""XR WRIST 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hand 2 Views","XR HAND 2 VIEWS","[""73120-26""]","73120","26","0.16","XR","Upper Extremity","not_applicable","","[""XR Hand 2 Views"",""XR HAND 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Hand 3+ Views","XR HAND 3 VIEWS","[""73130-26""]","73130","26","0.17","XR","Upper Extremity","not_applicable","","[""XR Hand 3+ Views"",""XR HAND 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Finger(s)","XR FINGER S","[""73140-26""]","73140","26","0.13","XR","Upper Extremity","not_applicable","","[""XR Finger(s)"",""XR FINGER S""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Femur 1 View","XR FEMUR 1 VIEW","[""73551-26""]","73551","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Femur 1 View"",""XR FEMUR 1 VIEW""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Femur 2+ Views","XR FEMUR 2 VIEWS","[""73552-26""]","73552","26","0.18","XR","Lower Extremity","not_applicable","","[""XR Femur 2+ Views"",""XR FEMUR 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Knee 1-2 Views","XR KNEE 1 2 VIEWS","[""73560-26""]","73560","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Knee 1-2 Views"",""XR KNEE 1 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Knee 3 Views","XR KNEE 3 VIEWS","[""73562-26""]","73562","26","0.18","XR","Lower Extremity","not_applicable","","[""XR Knee 3 Views"",""XR KNEE 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Knee 4+ Views","XR KNEE 4 VIEWS","[""73564-26""]","73564","26","0.21","XR","Lower Extremity","not_applicable","","[""XR Knee 4+ Views"",""XR KNEE 4 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Knees Standing Bilateral","XR KNEES STANDING BILATERAL","[""73565-26""]","73565","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Knees Standing Bilateral"",""XR KNEES STANDING BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Tibia/Fibula","XR TIBIA FIBULA","[""73590-26""]","73590","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Tibia/Fibula"",""XR TIBIA FIBULA""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Lower Extremity Infant","XR LOWER EXTREMITY INFANT","[""73592-26""]","73592","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Lower Extremity Infant"",""XR LOWER EXTREMITY INFANT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Ankle 2 Views","XR ANKLE 2 VIEWS","[""73600-26""]","73600","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Ankle 2 Views"",""XR ANKLE 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Ankle 3+ Views","XR ANKLE 3 VIEWS","[""73610-26""]","73610","26","0.17","XR","Lower Extremity","not_applicable","","[""XR Ankle 3+ Views"",""XR ANKLE 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Foot 2 Views","XR FOOT 2 VIEWS","[""73620-26""]","73620","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Foot 2 Views"",""XR FOOT 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Foot 3+ Views","XR FOOT 3 VIEWS","[""73630-26""]","73630","26","0.17","XR","Lower Extremity","not_applicable","","[""XR Foot 3+ Views"",""XR FOOT 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Calcaneus (Heel)","XR CALCANEUS HEEL","[""73650-26""]","73650","26","0.16","XR","Lower Extremity","not_applicable","","[""XR Calcaneus (Heel)"",""XR CALCANEUS HEEL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Toe(s)","XR TOE S","[""73660-26""]","73660","26","0.13","XR","Lower Extremity","not_applicable","","[""XR Toe(s)"",""XR TOE S""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Mandible Partial","XR MANDIBLE PARTIAL","[""70100-26""]","70100","26","0.18","XR","Head/Neck","not_applicable","","[""XR Mandible Partial"",""XR MANDIBLE PARTIAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Mandible Complete","XR MANDIBLE COMPLETE","[""70110-26""]","70110","26","0.24","XR","Head/Neck","not_applicable","","[""XR Mandible Complete"",""XR MANDIBLE COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Facial Bones Limited","XR FACIAL BONES LIMITED","[""70140-26""]","70140","26","0.19","XR","Head/Neck","not_applicable","","[""XR Facial Bones Limited"",""XR FACIAL BONES LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Facial Bones Complete","XR FACIAL BONES COMPLETE","[""70150-26""]","70150","26","0.25","XR","Head/Neck","not_applicable","","[""XR Facial Bones Complete"",""XR FACIAL BONES COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Nasal Bones","XR NASAL BONES","[""70160-26""]","70160","26","0.17","XR","Head/Neck","not_applicable","","[""XR Nasal Bones"",""XR NASAL BONES""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Orbits","XR ORBITS","[""70200-26""]","70200","26","0.27","XR","Head/Neck","not_applicable","","[""XR Orbits"",""XR ORBITS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Sinuses Limited","XR SINUSES LIMITED","[""70210-26""]","70210","26","0.17","XR","Head/Neck","not_applicable","","[""XR Sinuses Limited"",""XR SINUSES LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Sinuses Complete","XR SINUSES COMPLETE","[""70220-26""]","70220","26","0.21","XR","Head/Neck","not_applicable","","[""XR Sinuses Complete"",""XR SINUSES COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Skull 1-2 Views","XR SKULL 1 2 VIEWS","[""70250-26""]","70250","26","0.18","XR","Head/Neck","not_applicable","","[""XR Skull 1-2 Views"",""XR SKULL 1 2 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Skull 3+ Views","XR SKULL 3 VIEWS","[""70260-26""]","70260","26","0.27","XR","Head/Neck","not_applicable","","[""XR Skull 3+ Views"",""XR SKULL 3 VIEWS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR TMJ Open & Closed Unilateral","XR TMJ OPEN AND CLOSED UNILATERAL","[""70328-26""]","70328","26","0.18","XR","Head/Neck","not_applicable","","[""XR TMJ Open \u0026 Closed Unilateral"",""XR TMJ OPEN AND CLOSED UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR TMJ Open & Closed Bilateral","XR TMJ OPEN AND CLOSED BILATERAL","[""70330-26""]","70330","26","0.23","XR","Head/Neck","not_applicable","","[""XR TMJ Open \u0026 Closed Bilateral"",""XR TMJ OPEN AND CLOSED BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"XR Soft Tissue Neck","XR SOFT TISSUE NECK","[""70360-26""]","70360","26","0.18","XR","Head/Neck","not_applicable","","[""XR Soft Tissue Neck"",""XR SOFT TISSUE NECK""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Head w/o Contrast","CT HEAD WO","[""70450-26""]","70450","26","0.83","CT","Head/Neck","without","","[""CT Head w/o Contrast"",""CT HEAD WO"",""CT Head WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Head w/ Contrast","CT HEAD W","[""70460-26""]","70460","26","1.1","CT","Head/Neck","with","","[""CT Head w/ Contrast"",""CT HEAD W"",""CT Head W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Head w/o & w/ Contrast","CT HEAD WO AND W","[""70470-26""]","70470","26","1.24","CT","Head/Neck","without_and_with","","[""CT Head w/o \u0026 w/ Contrast"",""CT HEAD WO AND W"",""CT Head WWO"",""CT Head w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Head & Neck","CTA HEAD AND NECK","[""70471-26""]","70471","26","2.5","CT","Head/Neck","not_applicable","","[""CTA Head \u0026 Neck"",""CTA HEAD AND NECK""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Temporal Bones/Orbits w/o Contrast","CT TEMPORAL BONES ORBITS WO","[""70480-26""]","70480","26","1.25","CT","Head/Neck","without","","[""CT Temporal Bones/Orbits w/o Contrast"",""CT TEMPORAL BONES ORBITS WO"",""CT Temporal Bones/Orbits WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Temporal Bones/Orbits w/ Contrast","CT TEMPORAL BONES ORBITS W","[""70481-26""]","70481","26","1.1","CT","Head/Neck","with","","[""CT Temporal Bones/Orbits w/ Contrast"",""CT TEMPORAL BONES ORBITS W"",""CT Temporal Bones/Orbits W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Temporal Bones/Orbits w/o & w/ Contrast","CT TEMPORAL BONES ORBITS WO AND W","[""70482-26""]","70482","26","1.24","CT","Head/Neck","without_and_with","","[""CT Temporal Bones/Orbits w/o \u0026 w/ Contrast"",""CT TEMPORAL BONES ORBITS WO AND W"",""CT Temporal Bones/Orbits WWO"",""CT Temporal Bones/Orbits w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Maxillofacial/Sinuses w/o Contrast","CT MAXILLOFACIAL SINUSES WO","[""70486-26""]","70486","26","0.83","CT","Head/Neck","without","","[""CT Maxillofacial/Sinuses w/o Contrast"",""CT MAXILLOFACIAL SINUSES WO"",""CT Maxillofacial/Sinuses WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Maxillofacial w/ Contrast","CT MAXILLOFACIAL W","[""70487-26""]","70487","26","1.1","CT","Head/Neck","with","","[""CT Maxillofacial w/ Contrast"",""CT MAXILLOFACIAL W"",""CT Maxillofacial W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Maxillofacial w/o & w/ Contrast","CT MAXILLOFACIAL WO AND W","[""70488-26""]","70488","26","1.24","CT","Head/Neck","without_and_with","","[""CT Maxillofacial w/o \u0026 w/ Contrast"",""CT MAXILLOFACIAL WO AND W"",""CT Maxillofacial WWO"",""CT Maxillofacial w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Soft Tissue Neck w/o Contrast","CT SOFT TISSUE NECK WO","[""70490-26""]","70490","26","1.25","CT","Head/Neck","without","","[""CT Soft Tissue Neck w/o Contrast"",""CT SOFT TISSUE NECK WO"",""CT Soft Tissue Neck WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Soft Tissue Neck w/ Contrast","CT SOFT TISSUE NECK W","[""70491-26""]","70491","26","1.35","CT","Head/Neck","with","","[""CT Soft Tissue Neck w/ Contrast"",""CT SOFT TISSUE NECK W"",""CT Soft Tissue Neck W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CT Soft Tissue Neck w/o & w/ Contrast","CT SOFT TISSUE NECK WO AND W","[""70492-26""]","70492","26","1.58","CT","Head/Neck","without_and_with","","[""CT Soft Tissue Neck w/o \u0026 w/ Contrast"",""CT SOFT TISSUE NECK WO AND W"",""CT Soft Tissue Neck WWO"",""CT Soft Tissue Neck w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Head","CTA HEAD","[""70496-26""]","70496","26","1.71","CT","Head/Neck","not_applicable","","[""CTA Head"",""CTA HEAD""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Neck","CTA NECK","[""70498-26""]","70498","26","1.71","CT","Head/Neck","not_applicable","","[""CTA Neck"",""CTA NECK""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Chest/PE Study","CTA CHEST PE STUDY","[""71275-26""]","71275","26","1.77","CT","Chest","not_applicable","","[""CTA Chest/PE Study"",""CTA CHEST PE STUDY"",""CTA PE Protocol""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Abdomen & Pelvis","CTA ABDOMEN AND PELVIS","[""74174-26""]","74174","26","2.15","CT","Abdomen","not_applicable","","[""CTA Abdomen \u0026 Pelvis"",""CTA ABDOMEN AND PELVIS"",""CTA Abd Pel""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Abdomen","CTA ABDOMEN","[""74175-26""]","74175","26","1.77","CT","Abdomen","not_applicable","","[""CTA Abdomen"",""CTA ABDOMEN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Pelvis","CTA PELVIS","[""72191-26""]","72191","26","1.76","CT","Pelvis","not_applicable","","[""CTA Pelvis"",""CTA PELVIS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Abdominal Aorta (Runoff)","CTA ABDOMINAL AORTA RUNOFF","[""75635-26""]","75635","26","2.34","CT","Abdomen","not_applicable","","[""CTA Abdominal Aorta (Runoff)"",""CTA ABDOMINAL AORTA RUNOFF""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"CTA Coronary Arteries","CTA CORONARY ARTERIES","[""75574-26""]","75574","26","2.34","CT","Cardiac","not_applicable","","[""CTA Coronary Arteries"",""CTA CORONARY ARTERIES""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
